Tipologia di rifiuto differenziato,Anno,Territorio,Tipo dato,0,Flags
"totale","2009","Biella","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",50.61367,
"totale","2010","Biella","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",51.35337,
"totale","2011","Biella","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",54.55288,
"totale","2012","Biella","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",56.02955,
"totale","2000","Biella","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Biella","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Biella","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Biella","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Biella","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Biella","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Biella","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Biella","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Biella","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Biella","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Biella","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Biella","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Verbania","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",177.48686,
"totale","2001","Verbania","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",303.91228,
"totale","2002","Verbania","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",257.54504,
"totale","2003","Verbania","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",263.63247,
"totale","2004","Verbania","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",305.83268,
"totale","2005","Verbania","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",318.0024,
"totale","2006","Verbania","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",403.50906,
"totale","2007","Verbania","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",420.44155,
"totale","2008","Verbania","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",441.97046,
"totale","2009","Verbania","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",412.34072,
"totale","2010","Verbania","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",413.35212,
"totale","2011","Verbania","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",412.24045,
"totale","2012","Verbania","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",408.03679,
"totale","2000","Verbania","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",32.73749,
"totale","2001","Verbania","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",53.35227,
"totale","2002","Verbania","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",48.0706,
"totale","2003","Verbania","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",48.25046,
"totale","2004","Verbania","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",51.62347,
"totale","2005","Verbania","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",53.18715,
"totale","2006","Verbania","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",77.42641,
"totale","2007","Verbania","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",72.38452,
"totale","2008","Verbania","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",73.5279,
"totale","2009","Verbania","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",71.68463,
"totale","2010","Verbania","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",71.33728,
"totale","2011","Verbania","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",72.30226,
"totale","2012","Verbania","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",73.0407,
"totale","2000","Verbania","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Verbania","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Verbania","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Verbania","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Verbania","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Verbania","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Verbania","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Verbania","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Verbania","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Verbania","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Verbania","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Verbania","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Aosta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",71.52843,
"totale","2001","Aosta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",82.95701,
"totale","2002","Aosta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",108.55217,
"totale","2003","Aosta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",123.17159,
"totale","2004","Aosta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",128.43774,
"totale","2005","Aosta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",141.91928,
"totale","2006","Aosta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",184.41442,
"totale","2007","Aosta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",215.1013,
"totale","2008","Aosta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",214.15393,
"totale","2009","Aosta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",238.32788,
"totale","2010","Aosta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",298.51244,
"totale","2011","Aosta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",283.68954,
"totale","2012","Aosta","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",291.45442,
"totale","2000","Aosta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",15.11617,
"totale","2001","Aosta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",17.0666,
"totale","2002","Aosta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",22.12069,
"totale","2003","Aosta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",25.02702,
"totale","2004","Aosta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",25.83487,
"totale","2005","Aosta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",29.08687,
"totale","2006","Aosta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",36.93492,
"totale","2007","Aosta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",44.5374,
"totale","2008","Aosta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",44.5374,
"totale","2009","Aosta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",48.70402,
"totale","2010","Aosta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",51.8036,
"totale","2011","Aosta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",51.08662,
"totale","2012","Aosta","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",53.09754,
"totale","2000","Aosta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2001","Aosta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2002","Aosta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2003","Aosta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2004","Aosta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2005","Aosta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2006","Aosta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2007","Aosta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2008","Aosta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2009","Aosta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2010","Aosta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2011","Aosta","popolazione servita dalla raccolta differenziata - percentuale",100,
"totale","2000","Varese","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",140.92634,
"totale","2001","Varese","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",153.6605,
"totale","2002","Varese","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",158.92557,
"totale","2003","Varese","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",197.63621,
"totale","2004","Varese","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",229.51905,
"totale","2005","Varese","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",231.11165,
"totale","2006","Varese","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",240.38176,
"totale","2007","Varese","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",246.86185,
"totale","2008","Varese","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",270.16284,
"totale","2009","Varese","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",250.86397,
"totale","2010","Varese","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",254.75157,
"totale","2011","Varese","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",269.19287,
"totale","2012","Varese","raccolta differenziata dei rifiuti urbani per i comuni (rispetto agli abitanti) - chili",291.88318,
"totale","2000","Varese","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",26.86133,
"totale","2001","Varese","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",27.0123,
"totale","2002","Varese","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",27.47953,
"totale","2003","Varese","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",35.22241,
"totale","2004","Varese","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",38.57543,
"totale","2005","Varese","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",42.03233,
"totale","2006","Varese","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",42.97256,
"totale","2007","Varese","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",44.73865,
"totale","2008","Varese","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",49.19733,
"totale","2009","Varese","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",47.64589,
"totale","2010","Varese","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",48.24045,
"totale","2011","Varese","raccolta differenziata dei rifiuti urbani per i comuni - percentuale",51.61731,
